name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,open_hours_sunday,price_range,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,restaurant_id
Gudeg Manggar Luweng Kayu,Restaurant,-7.807369,110.235998,Sleman Regency,"Gamplong I, Sumberrahayu, Moyudan","56VP+497, Gamplong 1",55563,Special Region of Yogyakarta,Yogyakarta,4.5,316,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.00 am–4.00 pm | Jum: 8.00 am–4.00 pm | Sab: 8.00 am–4.30 pm | Min: 8.00 am–4.30 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,Rp 25–50K,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Gudeg+Manggar+Luweng+Kayu/data=!4m7!3m6!1s0x2e7af91600f00eed:0xbd2337f62d29d87!8m2!3d-7.8073689!4d110.2359985!16s%2Fg%2F11qn74vhqf!19sChIJ7Q7wABb5ei4Rh53SYn8z0gs?authuser=0&hl=en&rclk=1,google_maps,0.74,0x2e7af91600f00eed_0xbd2337f62d29d87
Gudeg Manggar Bu Tjondro,Javanese restaurant,-7.81497,110.355883,Yogyakarta City,"Gedongkiwo, Mantrijeron",Jalan Bantul No.32 Suryodiningratan,55142,Special Region of Yogyakarta,Yogyakarta,4.7,407,Sen: Closed | Sel: 5.00–10.30 pm | Rab: 5.00–10.30 pm | Kam: 5.00–10.30 pm | Jum: 5.00–10.30 pm | Sab: 5.00–10.30 pm | Min: 5.00–10.30 pm,Closed,5.00–10.30 pm,5.00–10.30 pm,5.00–10.30 pm,5.00–10.30 pm,5.00–10.30 pm,5.00–10.30 pm,Rp 25–50K,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Bu+Tjondro/data=!4m7!3m6!1s0x2e7a57952390dbaf:0x86d4641b8aa1b8ae!8m2!3d-7.8149697!4d110.3558834!16s%2Fg%2F11c5wy51wy!19sChIJr9uQI5VXei4Rrrihihtk1IY?authuser=0&hl=en&rclk=1,google_maps,0.7728,0x2e7a57952390dbaf_0x86d4641b8aa1b8ae
Gudeg Manggar Ayam Kampung YU SRI,Javanese restaurant,-7.807996,110.350497,Yogyakarta City,"Patangpuluhan, Wirobrajan",Jl. Letjen S.Parman No.99,55251,Special Region of Yogyakarta,Yogyakarta,4.6,283,Sen: 8.00 pm–2.00 am | Sel: 8.00 pm–2.00 am | Rab: 8.00 pm–2.00 am | Kam: 8.00 pm–2.00 am | Jum: 8.00 pm–2.00 am | Sab: 8.00 pm–2.00 am | Min: Closed,8.00 pm–2.00 am,8.00 pm–2.00 am,8.00 pm–2.00 am,8.00 pm–2.00 am,8.00 pm–2.00 am,8.00 pm–2.00 am,Closed,Rp 1–25.000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Ayam+Kampung+YU+SRI/data=!4m7!3m6!1s0x2e7a57ed93b744a3:0x8a1d7c34226d9865!8m2!3d-7.8079961!4d110.3504966!16s%2Fg%2F11c52bq2fq!19sChIJo0S3k-1Xei4RZZhtIjR8HYo?authuser=0&hl=en&rclk=1,google_maps,0.7481,0x2e7a57ed93b744a3_0x8a1d7c34226d9865
Gudeg Manggar Bu Yayuk,Nasi restaurant,-7.800927,110.344254,Bantul Regency,"kadipiro, Ngestiharjo, Kasihan",Wates St No.70,55184,Special Region of Yogyakarta,Yogyakarta,4.3,311,Setiap hari: 6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,Rp 25–50K,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Bu+Yayuk/data=!4m7!3m6!1s0x2e7a57f76aa43c4b:0x900edb457eb249e9!8m2!3d-7.8009266!4d110.3442538!16s%2Fg%2F11b6f0b18n!19sChIJSzykavdXei4R6UmyfkXbDpA?authuser=0&hl=en&rclk=1,google_maps,0.7154,0x2e7a57f76aa43c4b_0x900edb457eb249e9
Gudeg Manggar Ibu Jumilan,Javanese restaurant,-7.931644,110.266501,Bantul Regency,"Puluhan Kidul, Trimurti, Srandakan",Jl. Srandakan Jl. Kp. Bendo Mangiran,55762,Special Region of Yogyakarta,Yogyakarta,4.4,406,Setiap hari: 5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,5.30 am–2.00 pm,Rp 1–25.000,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Ibu+Jumilan/data=!4m7!3m6!1s0x2e7afe5c600654f9:0xc04ddd4e12b71066!8m2!3d-7.9316441!4d110.2665012!16s%2Fg%2F1pzqf9zg3!19sChIJ-VQGYFz-ei4RZhC3Ek7dTcA?authuser=0&hl=en&rclk=1,google_maps,0.7367,0x2e7afe5c600654f9_0xc04ddd4e12b71066
Gudeg Manggar Bu Dullah,Javanese restaurant,-7.900095,110.335324,Bantul Regency,"Serayu, Bantul",Jebugan RT. 5,55711,Special Region of Yogyakarta,Yogyakarta,4.5,231,Setiap hari: 8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,8.00 am–6.07 pm,Rp 25–50K,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Bu+Dullah/data=!4m7!3m6!1s0x2e7a55f4b642d147:0xb7da6c6270ad063c!8m2!3d-7.900095!4d110.3353239!16s%2Fg%2F11cj_kby3p!19sChIJR9FCtvRVei4RPAatcGJs2rc?authuser=0&hl=en&rclk=1,google_maps,0.7291,0x2e7a55f4b642d147_0xb7da6c6270ad063c
Gudeg Manggar Bu Tinur,Javanese restaurant,-7.838812,110.312562,Bantul Regency,"Gendeng, Bangunjiwo, Kasihan",,55184,Special Region of Yogyakarta,Yogyakarta,4.6,26,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Gudeg+Manggar+Bu+Tinur/data=!4m7!3m6!1s0x2e7af9d0220dcc6b:0x518f151fb05e5a1b!8m2!3d-7.8388125!4d110.3125625!16s%2Fg%2F11fj4617tm!19sChIJa8wNItD5ei4RG1pesB8Vj1E?authuser=0&hl=en&rclk=1,google_maps,0.6652,0x2e7af9d0220dcc6b_0x518f151fb05e5a1b
"Gudeg Manggar Jogja ""Bu Tiwuk""",Restaurant,-7.717785,110.344706,Sleman Regency,"Panglikan, Tridadi, Sleman",,55286,Special Region of Yogyakarta,Yogyakarta,4.8,8,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Gudeg+Manggar+Jogja+%22Bu+Tiwuk%22/data=!4m7!3m6!1s0x2e7a59cb417d9e8f:0x43cfd16b246994e1!8m2!3d-7.7177851!4d110.3447057!16s%2Fg%2F11jt9x865d!19sChIJj559QctZei4R4ZRpJGvRz0M?authuser=0&hl=en&rclk=1,google_maps,0.6482,0x2e7a59cb417d9e8f_0x43cfd16b246994e1
pawon Kendil jogja,Breakfast restaurant,-7.226554,112.562245,Gresik Regency,"Agung, Cagak Agung, Cerme",Jl. Pasar Cerme Lor No.126,61171,East Java,Yogyakarta,4.3,3,Sen: Closed | Sel: 7.00 am–7.00 pm | Rab: 7.00 am–7.00 pm | Kam: 7.00 am–7.00 pm | Jum: 7.00 am–7.00 pm | Sab: 7.00 am–7.00 pm | Min: 7.00 am–7.00 pm,Closed,7.00 am–7.00 pm,7.00 am–7.00 pm,7.00 am–7.00 pm,7.00 am–7.00 pm,7.00 am–7.00 pm,7.00 am–7.00 pm,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/pawon+Kendil+jogja/data=!4m7!3m6!1s0x2e7801001c685417:0x6492281b1756332c!8m2!3d-7.2265545!4d112.5622452!16s%2Fg%2F11wxjf6gym!19sChIJF1RoHAABeC4RLDNWFxsokmQ?authuser=0&hl=en&rclk=1,google_maps,0.5542,0x2e7801001c685417_0x6492281b1756332c
Bakmi Jogja Gending Sari Surabaya,Noodle shop,-7.327726,112.781099,Surabaya,"Rungkut Kidul, Rungkut",Jl. Dr. Ir. H. Soekarno MERR,60293,East Java,Yogyakarta,4.5,1439,Setiap hari: 11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,Rp 25–50K,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Bakmi+Jogja+Gending+Sari+Surabaya/data=!4m7!3m6!1s0x2dd7fb658a852973:0xbebeff1fef56e084!8m2!3d-7.3277262!4d112.7810987!16s%2Fg%2F11qn2wq5_0!19sChIJcymFimX71y0RhOBW7x__vr4?authuser=0&hl=en&rclk=1,google_maps,0.7926,0x2dd7fb658a852973_0xbebeff1fef56e084
Depot Pawon Yogya,Indonesian restaurant,-7.28493,112.76016,Surabaya,"Kertajaya, Gubeng",Jl. Pucang Jajar No.21,60282,East Java,Yogyakarta,4.2,83,,,,,,,,,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,https://www.google.com/maps/place/Depot+Pawon+Yogya/data=!4m7!3m6!1s0x2dd7fb07d7bb33dd:0xd72b97e075048d6a!8m2!3d-7.2849297!4d112.7601597!16s%2Fg%2F11pz6w4_0_!19sChIJ3TO71wf71y0Rao0EdeCXK9c?authuser=0&hl=en&rclk=1,google_maps,0.6575,0x2dd7fb07d7bb33dd_0xd72b97e075048d6a
"Brongkos & Soto ""PD"" Pojok Dewe",Restaurant,-7.813951,110.371935,Yogyakarta City,"Keparakan, Mergangsan",Jl. Ireda No.171,55152,Special Region of Yogyakarta,Yogyakarta,5.0,5,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Brongkos+%26+Soto+%22PD%22+Pojok+Dewe/data=!4m7!3m6!1s0x2e7a578a38f7f791:0x6264d66c2e80738!8m2!3d-7.8139506!4d110.3719353!16s%2Fg%2F11h_c7nbj2!19sChIJkff3OIpXei4ROAfowmZNJgY?authuser=0&hl=en&rclk=1,google_maps,0.6559,0x2e7a578a38f7f791_0x6264d66c2e80738
Warung Brongkos Handayani,Javanese restaurant,-7.812644,110.363015,Yogyakarta City,"Patehan, Kraton",Jl. Gading No.2,55133,Special Region of Yogyakarta,Yogyakarta,4.5,2670,Setiap hari: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,Rp 25–50K,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Warung+Brongkos+Handayani/data=!4m7!3m6!1s0x2e7a5787bd5b6bc5:0xf14fb7ac28860951!8m2!3d-7.8126435!4d110.363015!16s%2Fg%2F1pzv4xjdv!19sChIJxWtbvYdXei4RUQmGKKy3T_E?authuser=0&hl=en&rclk=1,google_maps,0.8141,0x2e7a5787bd5b6bc5_0xf14fb7ac28860951
Brongkos 56,Brunch restaurant,-7.805198,110.357686,Yogyakarta City,"Kadipaten, Kraton",Jl. Kadipaten Lor No.56,55132,Special Region of Yogyakarta,Yogyakarta,5.0,23,Sen: 7.00 am–8.00 pm | Sel: 7.00 am–8.00 pm | Rab: 7.00 am–8.00 pm | Kam: 7.00 am–8.00 pm | Jum: 7.00 am–8.00 pm | Sab: 8.00 am–8.00 pm | Min: Closed,7.00 am–8.00 pm,7.00 am–8.00 pm,7.00 am–8.00 pm,7.00 am–8.00 pm,7.00 am–8.00 pm,8.00 am–8.00 pm,Closed,Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Brongkos+56/data=!4m7!3m6!1s0x2e7a570073099097:0xda18cf0c51e93a21!8m2!3d-7.805198!4d110.3576865!16s%2Fg%2F11yzktb1lg!19sChIJl5AJcwBXei4RITrpUQzPGNo?authuser=0&hl=en&rclk=1,google_maps,0.7089,0x2e7a570073099097_0xda18cf0c51e93a21
"SEGO BRONGKOS JOGJA ""MAS JOPRA""",Deli,-7.820367,110.373015,Yogyakarta City,"Brontokusuman, Mergangsan",Jl. Sisingamangaraja No.97a,55153,Special Region of Yogyakarta,Yogyakarta,5.0,13,"Sen: 4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm | Sel: 4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm | Rab: 4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm | Kam: 10.00 am–3.00 pm, 8.00–11.30 pm | Jum: 4.30–10.00 am | Sab: 4.30–8.00 am, 10.00 am–5.00 pm, 8.00–10.30 pm | Min: 4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm","4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm","4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm","4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm","10.00 am–3.00 pm, 8.00–11.30 pm",4.30–10.00 am,"4.30–8.00 am, 10.00 am–5.00 pm, 8.00–10.30 pm","4.30–8.00 am, 10.00 am–5.00 pm, 8.00–11.30 pm",Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/SEGO+BRONGKOS+JOGJA+%22MAS+JOPRA%22/data=!4m7!3m6!1s0x2e7a57e6edd3d0d5:0x9004224a4b08198d!8m2!3d-7.8203674!4d110.3730151!16s%2Fg%2F11vb4cc4m7!19sChIJ1dDT7eZXei4RjRkIS0oiBJA?authuser=0&hl=en&rclk=1,google_maps,0.6891,0x2e7a57e6edd3d0d5_0x9004224a4b08198d
BRONGKOS WARUNG IJO MBAK PRIH,Javanese restaurant,-7.659282,110.327181,Sleman Regency,"Jlegingan, Margorejo, Tempel",Jl. Magelang No.KM.17,55552,Special Region of Yogyakarta,Yogyakarta,4.5,1021,Sen: 7.30 am–7.00 pm | Sel: 7.30 am–7.00 pm | Rab: 7.30 am–7.00 pm | Kam: 7.30 am–7.00 pm | Jum: 7.30 am–8.00 pm | Sab: 7.30 am–8.00 pm | Min: 7.00 am–8.00 pm,7.30 am–7.00 pm,7.30 am–7.00 pm,7.30 am–7.00 pm,7.30 am–7.00 pm,7.30 am–8.00 pm,7.30 am–8.00 pm,7.00 am–8.00 pm,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/BRONGKOS+WARUNG+IJO+MBAK+PRIH/data=!4m7!3m6!1s0x2e7af563d79c8e41:0xee576d320c66ba98!8m2!3d-7.659282!4d110.3271813!16s%2Fg%2F11cmy3ls_l!19sChIJQY6c12P1ei4RmLpmDDJtV-4?authuser=0&hl=en&rclk=1,google_maps,0.7807,0x2e7af563d79c8e41_0xee576d320c66ba98
Sate Rahayu,Restaurant,-7.756328,110.395806,Sleman Regency,"Gejayan, Condong Catur, Depok",terminal bus,55281,Special Region of Yogyakarta,Yogyakarta,5.0,150,Sen: 3.00–11.30 pm | Sel: Closed | Rab: 3.00–11.30 pm | Kam: 3.00–11.30 pm | Jum: 3.00–11.30 pm | Sab: 3.00–11.30 pm | Min: 3.00–11.30 pm,3.00–11.30 pm,Closed,3.00–11.30 pm,3.00–11.30 pm,3.00–11.30 pm,3.00–11.30 pm,3.00–11.30 pm,Rp 1–25.000,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Sate+Rahayu/data=!4m7!3m6!1s0x2e7a59365df21115:0x1e9679fb893cfac3!8m2!3d-7.7563283!4d110.3958057!16s%2Fg%2F11yhdwf3fk!19sChIJFRHyXTZZei4Rw_o8ift5lh4?authuser=0&hl=en&rclk=1,google_maps,0.7741,0x2e7a59365df21115_0x1e9679fb893cfac3
BRONGKOS DAN OSENG MERCON PAK DEMBO,Diner,-7.802707,110.36336,Yogyakarta City,"Ngupasan, Gondomanan",,55122,Special Region of Yogyakarta,Yogyakarta,4.5,89,Sen: 7.00 am–1.00 pm | Sel: 7.00 am–1.00 pm | Rab: 7.00 am–1.00 pm | Kam: 7.00 am–1.00 pm | Jum: Closed | Sab: 7.00 am–1.00 pm | Min: 7.00 am–1.00 pm,7.00 am–1.00 pm,7.00 am–1.00 pm,7.00 am–1.00 pm,7.00 am–1.00 pm,Closed,7.00 am–1.00 pm,7.00 am–1.00 pm,Rp 25–50K,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/BRONGKOS+DAN+OSENG+MERCON+PAK+DEMBO/data=!4m7!3m6!1s0x2e7a578eff189057:0x689c8413ab3b19ae!8m2!3d-7.802707!4d110.3633603!16s%2Fg%2F11f5dylylb!19sChIJV5AY_45Xei4Rrhk7qxOEnGg?authuser=0&hl=en&rclk=1,google_maps,0.696,0x2e7a578eff189057_0x689c8413ab3b19ae
Es Teler Soekonandi,Fast food restaurant,-7.79807,110.381553,Yogyakarta City,"Semaki, Umbulharjo",Jl. Sukonandi No.21,55166,Special Region of Yogyakarta,Yogyakarta,4.4,587,"Sen: 10.00 am–7.00 pm, 9.00 pm–12.00 am | Sel: 12.00 am–9.00 pm | Rab: 10.00 am–9.00 pm | Kam: 10.00 am–9.00 pm | Jum: 10.00 am–9.00 pm | Sab: 10.00 am–9.00 pm | Min: 10.00 am–9.00 pm","10.00 am–7.00 pm, 9.00 pm–12.00 am",12.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,Rp 25–50K,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,https://www.google.com/maps/place/Es+Teler+Soekonandi/data=!4m7!3m6!1s0x2e7a577e5535e117:0xa69ad4bd801ee055!8m2!3d-7.7980696!4d110.3815528!16s%2Fg%2F1hm60f7b1!19sChIJF-E1VX5Xei4RVeAegL3UmqY?authuser=0&hl=en&rclk=1,google_maps,0.7495,0x2e7a577e5535e117_0xa69ad4bd801ee055
Brongkos Bu Repan,Restaurant,-7.808747,110.36048,Yogyakarta City,"Patehan, Kraton",59R6+G55,55133,Special Region of Yogyakarta,Yogyakarta,4.4,47,Setiap hari: 6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,6.00 am–5.30 pm,Rp 1–25.000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Brongkos+Bu+Repan/data=!4m7!3m6!1s0x2e7a579229083c59:0x3b7bf9ab0f88b497!8m2!3d-7.8087475!4d110.3604803!16s%2Fg%2F11fyzc1x3c!19sChIJWTwIKZJXei4Rl7SID6v5ezs?authuser=0&hl=en&rclk=1,google_maps,0.6618,0x2e7a579229083c59_0x3b7bf9ab0f88b497
Brongkos Omah Tabon(꧋ꦧꦿꦺꦴꦁꦏꦺꦴꦱ꧀ꦎꦩꦃꦠꦧꦺꦴꦤ꧀),Diner,-7.80767,110.370599,Yogyakarta City,"Prawirodirjan, Gondomanan","59RC+W6Q gm 2 1235, Jl. Ireda",55121,Special Region of Yogyakarta,Yogyakarta,5.0,1,Sen: 4.00–10.00 pm | Sel: 4.00–10.00 pm | Rab: 4.00–10.00 pm | Kam: 4.00–10.00 pm | Jum: 4.00–10.00 pm | Sab: 4.00–10.00 pm | Min: Closed,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,Closed,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Brongkos+Omah+Tabon%28%EA%A7%8B%EA%A6%A7%EA%A6%BF%EA%A6%BA%EA%A6%B4%EA%A6%81%EA%A6%8F%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A7%80%EA%A6%8E%EA%A6%A9%EA%A6%83%EA%A6%A0%EA%A6%A7%EA%A6%BA%EA%A6%B4%EA%A6%A4%EA%A7%80%29/data=!4m7!3m6!1s0x2e7a577f35335a81:0x5d5c3013f1a8894e!8m2!3d-7.8076696!4d110.3705988!16s%2Fg%2F11sqfd234d!19sChIJgVozNX9Xei4RTomo8RMwXF0?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e7a577f35335a81_0x5d5c3013f1a8894e
"Angkringan Mbah April ""Brongkos Jogja""",Javanese restaurant,-7.817648,110.3602,Yogyakarta City,"Suryodiningratan, Mantrijeron",Jl. Kumendaman MJ II No.543,55141,Special Region of Yogyakarta,Yogyakarta,4.5,15,Sen: 4.00–10.00 pm | Sel: 4.00–10.00 pm | Rab: 4.00–10.00 pm | Kam: 4.00–10.00 pm | Jum: 4.00–10.00 pm | Sab: 4.00–10.00 pm | Min: Closed,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,4.00–10.00 pm,Closed,Rp 1–25.000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Angkringan+Mbah+April+%22Brongkos+Jogja%22/data=!4m7!3m6!1s0x2e7a573f8f77bfab:0xa974012e24efcac5!8m2!3d-7.8176478!4d110.3602002!16s%2Fg%2F11t2sx7k1r!19sChIJq793jz9Xei4RxcrvJC4BdKk?authuser=0&hl=en&rclk=1,google_maps,0.6341,0x2e7a573f8f77bfab_0xa974012e24efcac5
Brongkos Dapur Anget Jogja,Restaurant,-7.765662,110.433201,Sleman Regency,"Meguwo, Maguwoharjo, Depok","Jl. Sarirejo No.001, RT.06/RW.47",55281,Special Region of Yogyakarta,Yogyakarta,5.0,25,Sen: 9.00 am–5.00 pm | Sel: 9.00 am–5.00 pm | Rab: 9.00 am–5.00 pm | Kam: 9.00 am–4.00 pm | Jum: 9.00 am–4.00 pm | Sab: 9.00 am–12.00 pm | Min: Closed,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–4.00 pm,9.00 am–4.00 pm,9.00 am–12.00 pm,Closed,Rp 1–25.000,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Brongkos+Dapur+Anget+Jogja/data=!4m7!3m6!1s0x2e7a5bdf86d8cda1:0xddba9cb8d5e1529!8m2!3d-7.7656624!4d110.4332006!16s%2Fg%2F11qmdn2q9_!19sChIJoc3Yht9bei4RKRVejcup2w0?authuser=0&hl=en&rclk=1,google_maps,0.7118,0x2e7a5bdf86d8cda1_0xddba9cb8d5e1529
Brongkos Janturan 'Mbah Joyo',Brunch restaurant,-7.806724,110.389381,Yogyakarta City,"Warungboto, Umbulharjo","59VQ+8Q6, Jl. Perwira",55164,Special Region of Yogyakarta,Yogyakarta,5.0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Brongkos+Janturan+%27Mbah+Joyo%27/data=!4m7!3m6!1s0x2e7a579bd7735d31:0xed2929fa9868850!8m2!3d-7.8067237!4d110.3893806!16s%2Fg%2F11pkff947c!19sChIJMV1z15tXei4RUIiGqZ-S0g4?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e7a579bd7735d31_0xed2929fa9868850
Burjo Jowo Special Brongkos Koyor dan Bubur Kacang Ijo,Brunch restaurant,-7.805639,110.369194,Yogyakarta City,"Kota, Prawirodirjan, Gondomanan","Jl. Brigjen Katamso No.66, RW.08",55121,Special Region of Yogyakarta,Yogyakarta,4.5,39,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Burjo+Jowo+Special+Brongkos+Koyor+dan+Bubur+Kacang+Ijo/data=!4m7!3m6!1s0x2e7a57582356a765:0xf8ed4f594198554a!8m2!3d-7.8056387!4d110.3691942!16s%2Fg%2F11x2vl4q5p!19sChIJZadWI1hXei4RSlWYQVlP7fg?authuser=0&hl=en&rclk=1,google_maps,0.6673,0x2e7a57582356a765_0xf8ed4f594198554a
Soto Ayam Kampung dan Brongkos Bu Rini,Soto ayam restaurant,-7.80866,110.360493,Yogyakarta City,"Patehan, Kraton",Jl. Polowijan KT1/227,55133,Special Region of Yogyakarta,Yogyakarta,4.5,93,Setiap hari: 7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,Rp 1–25.000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Soto+Ayam+Kampung+dan+Brongkos+Bu+Rini/data=!4m7!3m6!1s0x2e7a57922f7cb343:0xb2958bf915957a1f!8m2!3d-7.8086595!4d110.3604934!16s%2Fg%2F11df0t2kk9!19sChIJQ7N8L5JXei4RH3qVFfmLlbI?authuser=0&hl=en&rclk=1,google_maps,0.6975,0x2e7a57922f7cb343_0xb2958bf915957a1f
Warung Brongkos,Restaurant,-7.752254,110.435683,Sleman Regency,"Tajem, Maguwoharjo, Depok","6CXP+37V, Jl. Kadisoka",55281,Special Region of Yogyakarta,Yogyakarta,4.5,2,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Warung+Brongkos/data=!4m7!3m6!1s0x2e7a5a2d24ef28fd:0xc88fbdf0153c1563!8m2!3d-7.7522544!4d110.4356834!16s%2Fg%2F11vy9t65t3!19sChIJ_SjvJC1aei4RYxU8FfC9j8g?authuser=0&hl=en&rclk=1,google_maps,0.5641,0x2e7a5a2d24ef28fd_0xc88fbdf0153c1563
Griya Dhahar RB,Javanese restaurant,-7.798116,110.370846,Yogyakarta City,"Purwokinanti, Pakualaman",Jl. Jagalan - Beji No.36,55166,Special Region of Yogyakarta,Yogyakarta,4.8,446,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 25–75K,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,https://www.google.com/maps/place/Griya+Dhahar+RB/data=!4m7!3m6!1s0x2e7a57ad6c3335ed:0xcf235d74eb25055b!8m2!3d-7.7981156!4d110.3708464!16s%2Fg%2F11rw7lxkr0!19sChIJ7TUzbK1Xei4RWwUl63RdI88?authuser=0&hl=en&rclk=1,google_maps,0.7879,0x2e7a57ad6c3335ed_0xcf235d74eb25055b
